Date,High,Low,Open,Close,Volume,Adj Close
14/04/2020,288.25,278.0499878,280,287.0499878,48748700,286.2750549
15/04/2020,286.3299866,280.6300049,282.3999939,284.4299927,32788600,283.6621399
16/04/2020,288.2000122,282.3500061,287.3800049,286.6900024,39281300,285.9160461
17/04/2020,286.9500122,276.8599854,284.6900024,282.7999878,53812500,282.0365295
20/04/2020,281.6799927,276.8500061,277.9500122,276.9299927,32503800,276.182373
21/04/2020,277.25,265.4299927,276.2799988,268.3699951,45247900,267.6454773
22/04/2020,277.8999939,272.2000122,273.6099854,276.1000061,29264300,275.3546143
23/04/2020,281.75,274.8699951,275.8699951,275.0299988,31203600,274.2875061
24/04/2020,283.0100098,277,277.2000122,282.9700012,31627200,282.2060852
27/04/2020,284.5400085,279.9500122,281.7999878,283.1700134,29271900,282.4055481
28/04/2020,285.8299866,278.2000122,285.0799866,278.5799866,28001200,277.8279114
29/04/2020,289.6700134,283.8900146,284.730011,287.730011,34320200,286.9532471
30/04/2020,294.5299988,288.3500061,289.9599915,293.7999878,45457600,293.0068359
01/05/2020,299,285.8500061,286.25,289.0700073,60154200,288.2896118
04/05/2020,293.6900024,286.3200073,289.1700134,293.1600037,33392000,292.3685608
05/05/2020,301,294.4599915,295.0599976,297.5599976,36937800,296.7566833
06/05/2020,303.2399902,298.8699951,300.4599915,300.6300049,35583400,299.8183899
07/05/2020,305.1700134,301.9700012,303.2200012,303.7399902,28803800,302.9199829
08/05/2020,310.3500061,304.2900085,305.6400146,310.1300049,33512000,310.1300049
11/05/2020,317.0499878,307.2399902,308.1000061,315.0100098,36405900,315.0100098
12/05/2020,319.6900024,310.9100037,317.8299866,311.4100037,40575300,311.4100037
13/05/2020,315.9500122,303.2099915,312.1499939,307.6499939,50155600,307.6499939
14/05/2020,309.7900085,301.5299988,304.5100098,309.5400085,39732300,309.5400085
15/05/2020,307.8999939,300.2099915,300.3500061,307.7099915,41587100,307.7099915
18/05/2020,316.5,310.3200073,313.1700134,314.9599915,33843100,314.9599915
19/05/2020,318.519989,313.0100098,315.0299988,313.1400146,25432400,313.1400146
20/05/2020,319.519989,316.519989,316.6799927,319.230011,27876200,319.230011
21/05/2020,320.8900146,315.8699951,318.6600037,316.8500061,25672200,316.8500061
22/05/2020,319.230011,315.3500061,315.769989,318.8900146,20450800,318.8900146
26/05/2020,324.2399902,316.5,323.5,316.730011,31380500,316.730011
27/05/2020,318.7099915,313.0899963,316.1400146,318.1099854,28236300,318.1099854
28/05/2020,323.4400024,315.6300049,316.769989,318.25,33390200,318.25
29/05/2020,321.1499939,316.4700012,319.25,317.9400024,38399500,317.9400024
01/06/2020,322.3500061,317.2099915,317.75,321.8500061,20197800,321.8500061
02/06/2020,323.4400024,318.9299927,320.75,323.3399963,21910700,323.3399963
03/06/2020,326.2000122,322.2999878,324.6600037,325.1199951,26122800,325.1199951
04/06/2020,325.6199951,320.7799988,324.3900146,322.3200073,21890100,322.3200073
05/06/2020,331.75,323.230011,323.3500061,331.5,34312600,331.5
08/06/2020,333.6000061,327.3200073,330.25,333.4599915,23913600,333.4599915
09/06/2020,345.6099854,332.0100098,332.1400146,343.9899902,36928100,343.9899902
10/06/2020,354.769989,346.0899963,347.8999939,352.8399963,41662900,352.8399963
11/06/2020,351.0599976,335.480011,349.3099976,335.8999939,50415600,335.8999939
12/06/2020,347.7999878,334.2200012,344.7200012,338.7999878,50001500,338.7999878
15/06/2020,345.6799927,332.5799866,333.25,342.9899902,34702200,342.9899902
16/06/2020,353.2000122,344.7200012,351.4599915,352.0799866,41357200,352.0799866
17/06/2020,355.3999939,351.0899963,355.1499939,351.5899963,28532000,351.5899963
18/06/2020,353.4500122,349.2200012,351.4100037,351.730011,24205100,351.730011
19/06/2020,356.5599976,345.1499939,354.6400146,349.7200012,66119000,349.7200012
22/06/2020,359.4599915,351.1499939,351.3399963,358.8699951,33861300,358.8699951
23/06/2020,372.3800049,362.269989,364,366.5299988,53038900,366.5299988
24/06/2020,368.7900085,358.519989,365,360.0599976,48155800,360.0599976
25/06/2020,365,357.5700073,360.7000122,364.8399963,34380600,364.8399963
26/06/2020,365.3200073,353.019989,364.4100037,353.6300049,51314200,353.6300049
29/06/2020,362.1700134,351.2799988,353.25,361.7799988,32661500,361.7799988
30/06/2020,365.980011,360,360.0799866,364.7999878,35055800,364.7999878
01/07/2020,367.3599854,363.9100037,365.1199951,364.1099854,27684300,364.1099854
02/07/2020,370.4700012,363.6400146,367.8500061,364.1099854,28510400,364.1099854
06/07/2020,375.7799988,369.8699951,370,373.8500061,29663900,373.8500061
07/07/2020,378.6199951,372.230011,375.4100037,372.6900024,28106100,372.6900024
08/07/2020,381.5,376.3599854,376.7200012,381.3699951,29273000,381.3699951
09/07/2020,385.269989,378.6900024,385.0499878,383.0100098,31410700,383.0100098
10/07/2020,383.9200134,378.8200073,381.3399963,383.6799927,22564300,383.6799927
13/07/2020,399.8200073,381.0299988,389.0599976,381.9100037,47912300,381.9100037
14/07/2020,389.019989,375.5100098,379.3599854,388.230011,42747300,388.230011
15/07/2020,396.9899902,385.9599915,395.9599915,390.8999939,38299500,390.8999939
16/07/2020,389.6199951,383.6199951,386.25,386.0899963,27644400,386.0899963
17/07/2020,388.5899963,383.3599854,387.9500122,385.3099976,23046700,385.3099976
20/07/2020,394,384.25,385.6700134,393.4299927,22579500,393.4299927
21/07/2020,397,386.9700012,396.6900024,388,25911500,388
22/07/2020,391.8999939,386.4100037,386.769989,389.0899963,22250400,389.0899963
23/07/2020,388.3099976,368.0400085,387.9899902,371.3800049,49251100,371.3800049
24/07/2020,371.8800049,356.5799866,363.9500122,370.4599915,46359700,370.4599915
27/07/2020,379.6199951,373.9200134,374.8399963,379.2399902,30303500,379.2399902
28/07/2020,378.2000122,372.9899902,377.4700012,373.0100098,25906400,373.0100098
29/07/2020,380.9200134,374.8500061,375,380.1600037,22582300,380.1600037
30/07/2020,385.1900024,375.0700073,376.75,384.7600098,39532500,384.7600098
31/07/2020,425.6600037,403.2999878,411.5400085,425.0400085,93584200,425.0400085
03/08/2020,446.5499878,431.5700073,432.7999878,435.75,77037800,435.75
04/08/2020,443.1600037,433.5499878,436.5299988,438.6600037,43267900,438.6600037
05/08/2020,441.5700073,435.5899963,437.5100098,440.25,30444200,440.25
